date,latitude,longitude,altitude_m,ndvi,albedo,cloud_cover_pct,humidity_pct,insolation_wm2,day_of_year,month,year,lst_celsius
2020-01-31,-41.799,-126.9709,679.8,0.6916,0.1587,21.22,69.38,318.01,31,1,2020,16.615
2020-02-01,-22.5934,-177.177,276.2,0.5393,0.2009,40.45,61.67,335.18,32,2,2020,26.517
2020-02-02,-30.1813,47.1318,1042.2,0.773,0.2458,39.21,66.97,308.92,33,2,2020,20.689
2020-02-03,29.2736,-18.8376,389.7,0.669,0.2363,36.95,70.62,302.6,34,2,2020,22.762
2020-02-04,-55.9761,-131.6611,161.4,0.6903,0.1396,0.0,72.72,315.31,35,2,2020,19.87
2020-02-05,8.3868,164.8563,344.6,0.6813,0.2283,60.93,62.34,309.53,36,2,2020,36.815
2020-02-06,31.495,10.6775,194.9,0.4883,0.1581,44.41,61.87,328.32,37,2,2020,28.21
2020-02-07,45.2119,-92.9184,165.4,0.5668,0.2158,12.21,69.59,304.91,38,2,2020,18.762
2020-02-08,-18.9502,0.2173,684.1,0.7483,0.1165,27.56,89.1,283.69,39,2,2020,25.519
2020-02-09,38.5509,64.6633,485.0,0.6854,0.1826,54.56,69.45,222.1,40,2,2020,19.122
2020-02-10,-46.7242,-152.5539,171.7,0.7811,0.199,41.11,66.93,299.52,41,2,2020,19.285
2020-02-11,41.5743,-81.1066,368.9,0.7135,0.1016,28.46,60.41,299.58,42,2,2020,21.028
2020-02-12,-44.7014,110.5076,568.6,0.5766,0.2085,48.15,58.09,270.68,43,2,2020,14.389
2020-02-13,-12.3255,-14.5206,911.2,0.6241,0.2167,22.29,80.59,304.33,44,2,2020,30.061
2020-02-14,35.6754,16.7678,655.0,0.7012,0.1561,55.62,60.21,255.02,45,2,2020,20.43
2020-02-15,-42.0099,-24.1862,604.3,0.4563,0.2387,20.97,69.13,308.0,46,2,2020,20.69
2020-02-16,-32.4898,-164.196,324.0,0.8687,0.149,35.45,68.75,310.0,47,2,2020,28.86
2020-02-17,26.6703,-120.3301,455.3,0.754,0.194,24.59,70.86,321.42,48,2,2020,31.536
2020-02-18,26.4044,-19.605,799.8,0.8362,0.05,37.97,72.65,289.63,49,2,2020,24.104
2020-02-19,16.9377,-104.6932,233.1,0.565,0.2622,33.53,62.08,310.14,50,2,2020,34.374
2020-02-20,23.2738,-162.0075,160.2,0.847,0.2188,14.88,68.13,373.73,51,2,2020,32.434
2020-02-21,5.1269,123.7139,9.0,0.9567,0.1192,27.97,95.59,345.9,52,2,2020,38.483
2020-02-22,-29.7841,173.2293,451.7,0.5919,0.05,33.85,74.91,328.03,53,2,2020,26.663
2020-02-23,-18.5165,105.5314,792.1,0.8123,0.1505,86.29,72.27,230.66,54,2,2020,29.988
2020-02-24,-38.2083,127.3626,61.2,0.722,0.0822,86.23,81.4,168.32,55,2,2020,20.466
2020-02-25,49.0141,-92.8882,656.1,0.5575,0.1915,47.49,65.9,257.88,56,2,2020,19.823
2020-02-26,10.007,165.8257,135.1,0.797,0.1479,42.0,94.09,304.89,57,2,2020,38.35
2020-02-27,-11.8978,-109.1067,665.4,0.8333,0.0796,0.0,67.12,392.03,58,2,2020,38.368
2020-02-28,-4.5593,162.5147,515.1,0.6944,0.179,10.86,71.93,437.69,59,2,2020,44.837
2020-02-29,53.674,178.1349,471.3,0.8333,0.214,31.44,55.09,299.31,60,2,2020,19.979
2020-03-01,-41.5978,76.2202,188.0,0.5682,0.2015,56.45,60.3,324.76,61,3,2020,21.263
2020-03-02,10.3476,173.2117,211.6,0.6116,0.1212,61.87,57.05,306.94,62,3,2020,42.846
2020-03-03,0.7066,25.0343,506.1,0.7788,0.05,61.48,80.72,286.45,63,3,2020,40.743
2020-03-04,13.3745,-86.565,33.7,0.7673,0.1688,23.45,49.32,359.81,64,3,2020,41.88
2020-03-05,-57.8268,-22.6815,1173.6,0.6514,0.1647,18.94,51.4,333.05,65,3,2020,12.055
2020-03-06,44.6549,33.6819,528.2,0.8241,0.0838,36.68,38.62,333.3,66,3,2020,28.683
2020-03-07,51.8542,-153.6906,67.7,0.789,0.2329,34.95,66.45,274.73,67,3,2020,22.251
2020-03-08,7.816,44.0436,55.4,0.8611,0.2182,64.36,71.48,301.24,68,3,2020,41.509
2020-03-09,23.5981,173.224,262.8,0.7575,0.1205,48.24,85.06,281.51,69,3,2020,30.09
2020-03-10,50.6999,-111.5612,204.2,0.8037,0.2693,5.88,76.98,349.52,70,3,2020,24.502
2020-03-11,24.8686,105.3342,746.7,0.728,0.1267,69.05,55.03,309.47,71,3,2020,31.899
2020-03-12,-41.6953,146.8436,374.6,0.9636,0.1251,57.33,84.31,273.75,72,3,2020,21.578
2020-03-13,9.1546,159.7326,7.3,0.7027,0.0777,30.87,74.12,334.8,73,3,2020,38.75
2020-03-14,12.8058,165.6488,1056.2,0.9948,0.192,33.19,64.43,350.46,74,3,2020,37.314
2020-03-15,-9.1043,7.7255,319.7,0.7905,0.0687,53.02,58.99,324.04,75,3,2020,37.086
2020-03-16,28.3733,171.8308,607.5,0.6401,0.1593,39.32,53.79,322.34,76,3,2020,30.656
2020-03-17,52.124,92.6317,56.7,0.8892,0.1327,83.82,68.68,218.55,77,3,2020,18.315
2020-03-18,51.0682,-121.7983,445.2,0.7676,0.1352,30.52,69.14,293.77,78,3,2020,23.803
2020-03-19,-5.8993,-8.316,424.4,0.8779,0.1556,29.81,71.97,372.75,79,3,2020,41.654
2020-03-20,-46.4114,78.5992,455.9,0.8857,0.1295,59.45,86.32,277.99,80,3,2020,23.225
2020-03-21,58.1809,-90.9575,1106.1,0.7818,0.1519,20.95,62.9,277.37,81,3,2020,13.105
2020-03-22,40.6678,50.6215,816.3,0.7128,0.1943,44.53,34.94,276.03,82,3,2020,26.901
2020-03-23,-45.0405,59.9762,141.1,0.8652,0.225,43.63,77.81,284.92,83,3,2020,28.933
2020-03-24,50.501,-121.4281,140.9,0.7613,0.1876,33.45,58.61,309.59,84,3,2020,20.88
2020-03-25,44.3876,23.4307,439.0,0.8383,0.1107,60.63,60.52,268.89,85,3,2020,24.147
2020-03-26,2.2606,97.7857,334.7,0.5833,0.0752,68.87,58.52,283.4,86,3,2020,48.869
2020-03-27,10.9531,-0.3976,442.3,0.8421,0.1071,62.59,63.57,308.41,87,3,2020,38.949
2020-03-28,-12.1197,-175.6429,376.6,0.7334,0.1196,30.35,55.27,344.39,88,3,2020,40.994
2020-03-29,-53.4286,-176.7462,502.5,0.9247,0.1113,63.98,72.99,260.98,89,3,2020,20.151
2020-03-30,-19.7763,-51.4694,878.9,0.8563,0.145,10.84,49.83,381.54,90,3,2020,36.882
2020-03-31,36.3424,153.4299,527.2,0.8045,0.1335,33.76,71.75,313.88,91,3,2020,23.092
2020-04-01,-59.4442,-97.6764,119.9,0.7994,0.088,0.0,96.56,330.88,92,4,2020,22.537
2020-04-02,-19.9801,48.3709,845.0,0.694,0.0626,48.26,47.91,344.85,93,4,2020,29.468
2020-04-03,-12.2198,-100.0527,956.2,0.9597,0.0783,12.75,62.01,366.0,94,4,2020,38.421
2020-04-04,4.4875,-64.1988,1560.8,0.9982,0.0971,29.88,31.32,362.62,95,4,2020,43.914
2020-04-05,50.3827,125.2952,149.4,0.8021,0.2491,59.98,70.79,254.11,96,4,2020,19.32
2020-04-06,-18.4385,82.3901,397.2,0.9525,0.1203,41.93,79.52,337.61,97,4,2020,34.588
2020-04-07,-18.3656,-145.6563,532.8,0.736,0.0665,22.83,73.93,344.56,98,4,2020,38.573
2020-04-08,28.5001,-25.6673,521.3,0.7056,0.1304,25.77,67.07,344.81,99,4,2020,29.476
2020-04-09,-5.7338,-169.4989,80.7,0.8002,0.0848,9.72,83.69,406.0,100,4,2020,42.638
2020-04-10,-33.0474,-6.8795,1069.4,0.8232,0.1422,22.89,85.88,321.79,101,4,2020,25.684
2020-04-11,-5.7073,58.4762,9.8,0.755,0.1323,45.49,92.08,303.18,102,4,2020,41.001
2020-04-12,-43.0972,-137.3391,375.7,0.8208,0.2031,47.95,65.55,260.67,103,4,2020,20.414
2020-04-13,-38.8336,-76.0014,111.5,0.8014,0.1347,23.47,59.84,306.85,104,4,2020,31.403
2020-04-14,-0.1959,-36.7788,490.2,0.6919,0.1861,37.96,62.42,352.9,105,4,2020,44.843
2020-04-15,-9.7289,151.0312,600.4,0.8409,0.1523,27.21,58.34,326.57,106,4,2020,39.268
2020-04-16,49.7815,177.5718,526.0,0.8401,0.1213,58.76,73.42,251.0,107,4,2020,18.137
2020-04-17,-16.5127,-163.8319,311.4,0.8007,0.2226,53.95,59.53,322.32,108,4,2020,37.66
2020-04-18,9.6706,93.9629,531.1,0.9001,0.1253,29.98,69.31,357.84,109,4,2020,43.387
2020-04-19,15.8717,-46.1793,171.9,0.6591,0.0714,14.99,78.98,360.39,110,4,2020,38.247
2020-04-20,-58.4287,-38.7151,957.4,0.7821,0.2586,34.93,60.27,277.73,111,4,2020,15.04
2020-04-21,19.6245,91.5354,444.3,0.6584,0.2215,69.66,57.04,284.52,112,4,2020,33.59
2020-04-22,-38.6357,150.6335,45.4,0.6461,0.1392,39.63,83.99,299.21,113,4,2020,28.304
2020-04-23,55.3284,162.3343,287.5,0.6712,0.1459,41.49,50.32,265.68,114,4,2020,19.335
2020-04-24,-42.1605,27.7641,307.2,0.6554,0.1393,40.36,65.22,340.81,115,4,2020,22.65
2020-04-25,-10.2451,-51.4364,489.1,0.717,0.1512,26.02,66.59,368.21,116,4,2020,38.195
2020-04-26,-49.758,103.5177,246.7,0.7144,0.2263,77.4,70.75,275.76,117,4,2020,18.895
2020-04-27,59.6249,-89.6395,537.0,0.8032,0.2105,8.43,69.81,299.33,118,4,2020,20.761
2020-04-28,0.2634,23.0667,781.8,0.7345,0.1218,62.85,69.07,295.68,119,4,2020,37.809
2020-04-29,11.4462,-50.9118,48.0,0.6037,0.1954,12.75,71.0,342.48,120,4,2020,42.116
2020-04-30,-51.9508,56.3872,104.7,0.8374,0.1537,43.94,71.5,254.45,121,4,2020,19.202
2020-05-01,29.9953,-93.4564,553.3,0.6621,0.1893,32.32,60.87,360.63,122,5,2020,29.249
2020-05-02,-34.8113,-111.0265,309.1,0.7328,0.1303,35.16,63.9,301.05,123,5,2020,31.503
2020-05-03,47.7665,150.5661,262.2,0.7657,0.1863,62.6,79.26,287.55,124,5,2020,20.884
2020-05-04,-35.3832,-143.3507,94.0,0.7525,0.142,8.32,67.17,324.96,125,5,2020,26.872
2020-05-05,-37.1175,2.1448,379.5,0.8373,0.1483,33.76,79.52,287.57,126,5,2020,23.492
2020-05-06,-55.614,-100.493,268.4,0.7496,0.1619,32.68,71.16,271.14,127,5,2020,20.22
2020-05-07,-3.352,-165.9852,68.4,0.6559,0.1963,35.78,66.88,330.38,128,5,2020,42.366
2020-05-08,7.7809,-167.0332,107.7,0.9561,0.0949,19.41,83.69,372.89,129,5,2020,39.213
2020-05-09,-52.115,-116.9202,578.5,0.7168,0.1405,29.04,58.38,297.74,130,5,2020,15.992
2020-05-10,33.0633,132.0373,92.9,0.7018,0.2585,44.13,79.02,287.1,131,5,2020,27.574
2020-05-11,-5.6053,-78.3077,264.8,0.8254,0.1847,47.33,74.66,308.07,132,5,2020,41.208
2020-05-12,2.9268,162.1653,1168.0,0.7509,0.05,69.3,51.54,271.03,133,5,2020,35.322
2020-05-13,-7.1085,29.384,269.5,0.7618,0.1113,58.87,76.48,273.06,134,5,2020,42.961
2020-05-14,-11.9084,-22.8189,440.7,0.9663,0.0522,52.66,78.18,280.26,135,5,2020,37.285
2020-05-15,7.1568,28.832,613.4,0.6873,0.0955,50.62,76.12,322.54,136,5,2020,34.738
2020-05-16,-41.3712,6.0114,28.5,0.6553,0.05,53.58,82.34,229.13,137,5,2020,19.435
2020-05-17,-38.1686,93.1595,172.7,0.6986,0.1613,82.14,76.29,259.06,138,5,2020,18.299
2020-05-18,43.4143,-78.3014,12.5,0.7844,0.1186,24.1,64.22,298.63,139,5,2020,25.259
2020-05-19,53.5339,-52.9019,196.1,0.5096,0.1933,20.22,91.74,278.63,140,5,2020,13.114
2020-05-20,-15.2029,141.8739,939.4,0.4969,0.0737,26.78,41.81,344.51,141,5,2020,36.704
2020-05-21,-27.5106,160.7243,620.9,0.623,0.1686,45.36,72.64,320.99,142,5,2020,28.527
2020-05-22,17.2799,141.321,644.9,0.5211,0.139,64.85,65.06,291.81,143,5,2020,29.667
2020-05-23,-10.9519,-28.9987,266.5,0.6407,0.2343,44.49,57.07,312.34,144,5,2020,31.896
2020-05-24,-56.9536,100.9316,160.5,0.6857,0.2712,67.2,70.06,236.49,145,5,2020,9.554
2020-05-25,-41.2617,-8.5191,835.6,0.5628,0.2228,28.92,57.93,261.89,146,5,2020,20.259
2020-05-26,25.9167,-0.8857,23.8,0.5198,0.1561,10.04,83.1,330.76,147,5,2020,27.606
2020-05-27,19.0709,-106.3152,682.7,0.6698,0.2697,13.38,56.02,322.36,148,5,2020,32.492
2020-05-28,-56.7485,32.8069,506.8,0.7051,0.1274,46.27,63.88,268.69,149,5,2020,13.04
2020-05-29,-33.3633,-112.9911,211.4,0.4737,0.1131,16.89,42.94,312.97,150,5,2020,26.872
2020-05-30,-32.271,-60.6367,291.1,0.7219,0.1802,31.85,87.42,315.37,151,5,2020,21.26
2020-05-31,20.6271,127.8109,24.4,0.7262,0.2921,85.59,63.45,237.82,152,5,2020,26.639
2020-06-01,-57.6347,-105.4527,381.9,0.6953,0.2007,22.58,71.45,258.62,153,6,2020,11.773
2020-06-02,-47.507,-154.383,606.4,0.7312,0.1929,28.1,64.52,270.72,154,6,2020,17.613
2020-06-03,35.9899,-155.1573,346.4,0.8384,0.1224,27.71,70.59,322.76,155,6,2020,20.794
2020-06-04,-38.5746,158.6824,419.9,0.5752,0.2454,49.14,73.31,245.35,156,6,2020,15.815
2020-06-05,18.3295,2.4914,673.0,0.6339,0.2369,28.44,79.3,311.4,157,6,2020,25.899
2020-06-06,-31.4181,-32.6117,134.0,0.567,0.2368,31.02,71.85,278.13,158,6,2020,24.237
2020-06-07,-48.067,111.9163,580.3,0.5856,0.1789,65.32,69.56,215.68,159,6,2020,8.04
2020-06-08,-30.8193,120.8973,1425.9,0.753,0.1658,60.31,56.96,247.47,160,6,2020,12.197
2020-06-09,26.672,-60.4112,258.3,0.4639,0.1366,29.47,75.58,281.52,161,6,2020,25.206
2020-06-10,42.6836,69.7025,457.3,0.4916,0.2159,65.26,58.34,207.18,162,6,2020,9.114
2020-06-11,39.6264,97.6042,4.8,0.7141,0.1577,33.25,84.96,282.76,163,6,2020,22.203
2020-06-12,-12.338,55.6742,372.5,0.6942,0.145,66.07,79.4,230.34,164,6,2020,26.501
2020-06-13,20.1702,-125.4258,484.1,0.5471,0.1868,13.64,74.51,304.75,165,6,2020,21.693
2020-06-14,-35.4019,135.3179,377.9,0.6516,0.191,37.63,60.76,253.16,166,6,2020,17.562
2020-06-15,-24.8223,14.074,107.9,0.6046,0.1869,28.3,68.79,292.14,167,6,2020,26.103
2020-06-16,47.5603,-78.3099,382.5,0.6922,0.2481,26.92,70.5,291.71,168,6,2020,11.62
2020-06-17,-58.4398,-26.9179,884.9,0.5295,0.2357,27.61,43.61,287.09,169,6,2020,6.227
2020-06-18,-49.739,-166.4744,479.5,0.6318,0.2147,10.09,81.39,279.26,170,6,2020,12.591
2020-06-19,-35.0536,-133.968,684.8,0.8057,0.2348,32.78,65.72,317.43,171,6,2020,16.813
2020-06-20,-56.8161,95.5968,205.2,0.5691,0.1855,38.31,71.14,220.95,172,6,2020,4.913
2020-06-21,-38.2277,-179.9958,600.0,0.5329,0.2358,42.1,55.89,277.15,173,6,2020,13.593
2020-06-22,9.965,-30.0363,411.7,0.6151,0.2357,33.57,52.86,270.0,174,6,2020,32.498
2020-06-23,-9.4291,8.1037,80.4,0.5014,0.1555,56.1,62.78,232.09,175,6,2020,32.783
2020-06-24,47.1206,-160.3316,427.4,0.741,0.2882,59.99,70.6,201.95,176,6,2020,3.139
2020-06-25,38.0932,170.3081,96.7,0.5257,0.1945,22.9,75.8,279.33,177,6,2020,19.033
2020-06-26,-18.9819,-98.5949,46.8,0.4911,0.2432,19.44,70.74,309.0,178,6,2020,26.086
2020-06-27,-28.8692,-70.4885,375.7,0.4227,0.3,17.0,66.29,307.66,179,6,2020,20.805
2020-06-28,-14.4369,-70.5807,418.9,0.6201,0.2897,27.64,62.75,265.56,180,6,2020,23.34
2020-06-29,10.8354,-97.05,175.7,0.5933,0.2476,23.39,74.19,270.85,181,6,2020,22.75
2020-06-30,-27.8324,-179.4694,721.6,0.4419,0.2304,34.53,72.84,246.91,182,6,2020,16.076
2020-07-01,14.8979,82.5641,528.8,0.5523,0.2983,53.22,70.16,239.96,183,7,2020,18.22
2020-07-02,-10.8706,168.0644,18.1,0.3403,0.2872,27.39,74.63,276.62,184,7,2020,22.286
2020-07-03,6.2457,-99.2543,315.0,0.5057,0.2252,35.08,68.33,249.89,185,7,2020,23.598
2020-07-04,-7.6648,58.697,242.0,0.527,0.2189,63.98,51.88,229.44,186,7,2020,27.713
2020-07-05,-24.6641,87.0827,121.6,0.6391,0.1566,73.74,60.51,247.67,187,7,2020,19.581
2020-07-06,53.8144,125.4331,345.3,0.3543,0.2659,51.64,66.46,202.64,188,7,2020,4.182
2020-07-07,31.6327,-27.8535,154.8,0.3245,0.2598,20.8,64.06,266.99,189,7,2020,17.418
2020-07-08,-43.1864,-70.9449,503.0,0.3454,0.3206,4.92,63.76,301.58,190,7,2020,8.156
2020-07-09,44.2162,-62.8938,144.7,0.2949,0.2834,27.58,80.49,243.49,191,7,2020,7.219
2020-07-10,-1.5083,76.5437,177.8,0.5855,0.3408,43.85,76.3,260.53,192,7,2020,25.705
2020-07-11,47.3463,114.0406,553.5,0.5694,0.2332,86.0,75.67,148.43,193,7,2020,0.417
2020-07-12,35.9826,-114.619,20.7,0.4546,0.3305,2.2,69.73,332.23,194,7,2020,12.704
2020-07-13,-8.9744,-46.4612,971.5,0.5575,0.2549,29.61,48.51,270.92,195,7,2020,22.875
2020-07-14,-57.3037,144.6985,464.7,0.399,0.3074,75.06,60.43,156.28,196,7,2020,-0.479
2020-07-15,-27.7587,110.4097,824.5,0.4055,0.2096,67.73,47.7,186.75,197,7,2020,8.387
2020-07-16,4.9961,174.549,210.3,0.3879,0.3008,44.53,80.19,228.1,198,7,2020,25.725
2020-07-17,16.0174,91.5294,643.8,0.3817,0.1908,45.47,65.88,261.31,199,7,2020,17.493
2020-07-18,-29.0535,-38.4497,331.9,0.2443,0.2753,6.84,65.11,260.63,200,7,2020,14.242
2020-07-19,-43.2773,32.6296,755.8,0.406,0.306,62.33,69.14,180.77,201,7,2020,-3.481
2020-07-20,40.1916,57.9651,145.1,0.3742,0.2614,79.55,45.11,157.99,202,7,2020,2.027
2020-07-21,58.1283,-151.7559,139.4,0.4243,0.2247,23.95,72.28,239.76,203,7,2020,1.052
2020-07-22,3.0828,16.0189,868.2,0.4014,0.3461,28.43,41.9,249.9,204,7,2020,24.145
2020-07-23,-39.3985,75.3555,254.6,0.3484,0.2883,22.48,63.08,222.65,205,7,2020,6.034
2020-07-24,-27.3231,-119.7643,388.6,0.2843,0.2777,7.93,56.74,270.67,206,7,2020,18.048
2020-07-25,-57.7931,101.0274,793.9,0.3384,0.2846,57.93,61.48,184.82,207,7,2020,-4.572
2020-07-26,49.7159,30.1582,112.8,0.4116,0.4228,74.03,68.82,154.38,208,7,2020,-3.733
2020-07-27,-45.8699,162.7998,538.2,0.2238,0.3535,56.01,69.85,209.05,209,7,2020,-1.137
2020-07-28,9.182,-164.728,64.0,0.3714,0.3753,39.31,60.45,249.87,210,7,2020,26.913
2020-07-29,-27.1134,-84.4826,247.1,0.3716,0.3344,14.09,70.82,262.75,211,7,2020,9.219
2020-07-30,6.5014,36.5594,328.9,0.2823,0.3305,43.17,62.34,228.31,212,7,2020,20.544
2020-07-31,18.1704,-73.2384,300.1,0.2865,0.2013,41.93,44.88,179.57,213,7,2020,14.942
2020-08-01,39.569,77.1927,11.5,0.346,0.2755,62.51,57.56,175.91,214,8,2020,7.047
2020-08-02,-35.2294,93.2419,840.4,0.2098,0.2907,28.43,50.09,256.33,215,8,2020,7.959
2020-08-03,-58.6805,-143.0943,654.5,0.324,0.1986,17.89,67.79,232.51,216,8,2020,-5.722
2020-08-04,-43.5737,4.9876,274.9,0.2157,0.2527,28.87,64.83,216.0,217,8,2020,5.411
2020-08-05,48.0022,3.2006,397.2,0.4017,0.2083,32.92,50.4,267.66,218,8,2020,8.283
2020-08-06,44.8668,-47.0589,182.3,0.5289,0.3104,33.8,66.44,257.7,219,8,2020,3.773
2020-08-07,11.6896,155.853,842.6,0.232,0.379,46.57,72.18,218.91,220,8,2020,12.66
2020-08-08,12.062,117.9023,219.9,0.3672,0.3953,56.52,65.16,216.36,221,8,2020,13.201
2020-08-09,19.8044,70.9954,392.7,0.2334,0.3592,78.61,55.5,113.9,222,8,2020,7.794
2020-08-10,-38.9554,77.1576,758.4,0.3898,0.2765,49.05,61.34,181.66,223,8,2020,-0.194
2020-08-11,49.7294,-13.7822,10.9,0.1422,0.2167,63.2,70.31,162.62,224,8,2020,-0.75
2020-08-12,-9.7475,151.558,923.5,0.3468,0.2606,39.46,48.52,210.78,225,8,2020,16.957
2020-08-13,-14.0234,70.0544,312.2,0.2061,0.2853,60.14,64.46,173.36,226,8,2020,11.492
2020-08-14,2.2701,82.4332,951.9,0.2718,0.3092,55.61,47.87,138.72,227,8,2020,18.076
2020-08-15,-54.3641,130.2087,150.9,0.1441,0.3035,57.13,67.81,184.98,228,8,2020,-2.287
2020-08-16,-40.046,-81.3342,202.9,0.344,0.2815,26.9,65.53,236.84,229,8,2020,5.641
2020-08-17,28.564,110.5455,456.0,0.1858,0.3628,65.24,61.7,202.12,230,8,2020,2.169
2020-08-18,-50.0642,-109.7134,118.1,0.2976,0.3096,9.88,56.59,231.97,231,8,2020,-1.248
2020-08-19,12.3783,-55.6769,115.9,0.238,0.3605,6.64,54.81,240.89,232,8,2020,14.819
2020-08-20,-30.5581,-59.1802,56.9,0.246,0.4055,60.37,73.52,121.21,233,8,2020,4.965
2020-08-21,-13.2845,172.2692,245.1,0.2802,0.3039,35.43,61.13,207.54,234,8,2020,10.593
2020-08-22,-25.3568,128.3534,683.1,0.179,0.3772,66.17,56.18,183.41,235,8,2020,4.531
2020-08-23,-17.3193,72.4212,383.0,0.2782,0.3631,34.95,56.75,200.05,236,8,2020,7.802
2020-08-24,26.2855,81.7404,423.1,0.4012,0.3416,55.6,70.67,222.6,237,8,2020,7.147
2020-08-25,-24.3454,22.3462,138.2,0.1688,0.4056,45.7,55.23,188.97,238,8,2020,7.146
2020-08-26,7.9686,160.9526,52.3,0.3688,0.4165,53.62,65.24,185.53,239,8,2020,17.871
2020-08-27,-2.874,-1.3468,1019.5,0.3994,0.3277,0.0,60.56,235.14,240,8,2020,18.429
2020-08-28,19.6405,-43.0136,5.9,0.1594,0.3601,28.85,74.83,223.51,241,8,2020,13.372
2020-08-29,52.4196,-121.3073,962.5,0.0596,0.3421,5.67,41.52,208.65,242,8,2020,-3.915
2020-08-30,27.9087,103.034,202.8,0.2601,0.3506,64.35,81.76,176.52,243,8,2020,2.575
2020-08-31,-34.2072,84.3998,300.9,0.1669,0.3872,44.36,61.96,205.99,244,8,2020,-1.939
2020-09-01,-56.258,-41.6322,728.1,0.3788,0.3373,13.88,46.22,261.42,245,9,2020,-9.185
2020-09-02,-28.5283,-170.9304,808.8,0.2253,0.4585,32.74,56.07,187.95,246,9,2020,-4.44
2020-09-03,11.4094,122.039,255.7,0.1494,0.305,41.17,55.32,199.21,247,9,2020,9.653
2020-09-04,-53.8289,-175.8895,144.7,0.0737,0.3237,31.43,63.64,218.46,248,9,2020,-6.396
2020-09-05,-0.4361,73.3319,277.6,0.3362,0.341,41.26,62.13,203.75,249,9,2020,15.76
2020-09-06,11.6211,169.2926,435.2,0.1659,0.4148,16.22,57.53,214.51,250,9,2020,10.987
2020-09-07,-19.8907,-22.4419,656.5,0.2215,0.2994,47.63,45.47,136.13,251,9,2020,6.961
2020-09-08,32.5095,-95.4096,301.7,0.301,0.3849,0.65,71.4,260.42,252,9,2020,3.197
2020-09-09,-47.2082,73.7536,547.6,0.1388,0.3139,56.52,43.0,165.44,253,9,2020,-9.199
2020-09-10,-50.9835,114.1661,955.3,0.1758,0.3022,69.54,38.1,137.11,254,9,2020,-11.148
2020-09-11,27.3827,16.7149,452.5,0.2029,0.3039,36.53,60.94,213.99,255,9,2020,1.409
2020-09-12,-0.541,168.1327,424.7,0.2825,0.3697,31.74,75.31,205.04,256,9,2020,13.99
2020-09-13,22.6083,-161.3993,307.6,0.264,0.4369,37.01,57.14,171.01,257,9,2020,8.786
2020-09-14,-7.8207,1.7264,752.3,0.1883,0.3918,57.37,59.49,128.09,258,9,2020,6.815
2020-09-15,-30.4318,78.6434,455.4,0.2024,0.4065,42.07,67.95,166.44,259,9,2020,4.09
2020-09-16,38.2923,130.5506,262.1,0.1499,0.4476,52.94,67.21,220.13,260,9,2020,0.545
2020-09-17,35.9299,-115.468,94.1,0.0406,0.3817,0.0,56.29,265.95,261,9,2020,1.733
2020-09-18,23.3636,108.0013,397.4,0.2239,0.3569,53.12,47.61,175.53,262,9,2020,1.993
2020-09-19,-27.3426,18.9745,275.8,0.3833,0.4043,47.02,41.45,177.02,263,9,2020,4.778
2020-09-20,10.8277,-37.2407,751.1,0.1142,0.368,15.08,48.39,223.51,264,9,2020,13.022
2020-09-21,-16.6831,-132.5826,334.4,0.122,0.3668,18.42,69.2,246.56,265,9,2020,7.309
2020-09-22,-49.0102,131.5065,1.2,0.0813,0.2715,33.85,50.37,189.86,266,9,2020,-1.327
2020-09-23,50.0776,-123.3816,696.1,0.2388,0.3919,24.46,61.34,225.2,267,9,2020,-5.304
2020-09-24,-43.5818,-68.4764,213.1,0.2189,0.3388,37.23,51.68,187.47,268,9,2020,-4.567
2020-09-25,54.0285,-75.5836,510.6,0.144,0.3469,4.17,56.28,282.7,269,9,2020,-8.551
2020-09-26,-6.4793,133.7091,109.0,0.1082,0.3469,45.12,67.61,197.34,270,9,2020,14.301
2020-09-27,-37.784,62.1731,40.1,0.1887,0.3902,65.23,56.58,177.15,271,9,2020,-1.155
2020-09-28,5.0281,106.8053,333.7,0.0433,0.3612,77.33,57.57,122.36,272,9,2020,7.721
2020-09-29,44.7535,-89.8316,305.1,0.1854,0.3494,0.0,54.98,271.17,273,9,2020,-2.042
2020-09-30,27.867,44.9547,491.9,0.2756,0.4265,51.6,65.18,166.35,274,9,2020,0.006
2020-10-01,36.7873,25.8286,192.5,0.055,0.4096,52.96,60.57,172.77,275,10,2020,-6.513
2020-10-02,19.054,119.8189,434.5,0.0415,0.3906,55.82,54.88,199.01,276,10,2020,6.639
2020-10-03,23.0732,146.1913,126.9,0.3504,0.2994,13.98,80.69,208.28,277,10,2020,6.017
2020-10-04,41.9035,-175.6236,617.5,0.114,0.511,45.99,59.64,185.22,278,10,2020,-14.286
2020-10-05,-30.0398,62.6472,181.0,0.3013,0.4667,80.55,56.41,138.18,279,10,2020,-0.295
2020-10-06,-1.269,-161.3391,201.4,0.1862,0.4353,35.35,59.84,207.78,280,10,2020,13.462
2020-10-07,-33.4549,17.5891,694.6,0.1694,0.3366,30.58,52.21,195.58,281,10,2020,3.493
2020-10-08,58.5202,-76.4522,15.2,0.1989,0.3219,12.86,64.55,272.81,282,10,2020,-8.045
2020-10-09,53.2871,-69.5604,317.1,0.075,0.3114,47.81,81.99,152.93,283,10,2020,-14.226
2020-10-10,-55.2688,-52.9349,235.7,0.1747,0.3974,37.69,63.67,223.28,284,10,2020,-7.742
